emotion_label,gender,actors,path
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_dodge_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_dog_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_doll_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_door_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_fail_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_fall_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_far_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_fat_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_fit_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_five_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bath_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bean_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_beg_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bite_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_boat_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bone_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_book_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bought_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_back_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bar_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_base_fear.wav
fear,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_fear/YAF_ditch_fear.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_back_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_keen_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_keep_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_keg_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_kick_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_kill_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_king_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_kite_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_knock_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_late_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_laud_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lean_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_learn_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pike_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pole_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pool_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_puff_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rag_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_raid_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rain_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_raise_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rat_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_reach_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_read_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_red_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_ring_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_far_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_fat_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_fit_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_five_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_food_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_gap_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_gas_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_gaze_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_germ_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_get_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_gin_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_goal_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_good_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_goose_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_gun_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_half_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_love_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_luck_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_make_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_match_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_merge_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mess_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_met_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mill_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mob_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mode_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mood_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_moon_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mop_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_mouse_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shawl_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sheep_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shirt_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_should_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shout_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_size_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_soap_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_soup_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sour_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_south_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sub_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_such_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sure_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_take_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_talk_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_chat_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_check_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_cheek_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_chief_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_choice_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_cool_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_dab_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_date_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_dead_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hall_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hash_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hate_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_have_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_haze_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hire_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hit_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hole_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_home_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tape_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_team_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tell_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_thin_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_third_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_thought_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_thumb_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_time_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tip_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tire_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_ton_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tool_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tough_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_turn_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_vine_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_void_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_vote_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_wag_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_walk_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_wash_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_week_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_wheat_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_when_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_which_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_nag_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_name_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_near_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_neat_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_nice_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_note_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_numb_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pad_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_page_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pain_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pass_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pearl_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_peg_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_perch_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_phone_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_pick_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_road_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_room_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rose_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rot_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rough_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_rush_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_said_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sail_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_search_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_seize_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_sell_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shack_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shall_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lid_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_life_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_limb_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_live_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_loaf_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_long_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lore_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lose_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lot_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_book_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_bought_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_burn_happy.wav
angry,female,YAF,/media/helemanc/OS/Users/i2CAT/Desktop/Datasets SER/tess/TESS Toronto emotional speech set data/YAF_happy/YAF_cab_happy.wav
